genome	Kingdom	Phylum	Class	Order	Family	Genus	Species	Organism
NPDC058662	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. NPDC058662
NPDC058663	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. NPDC058663
NPDC058664	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. NPDC058664
NPDC058665	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. NPDC058665
NPDC058667	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. NPDC058667
NPDC058668	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. NPDC058668
NPDC058671	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. NPDC058671
NPDC058672	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. NPDC058672
NPDC058674	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. NPDC058674
NPDC058675	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces griseus	Streptomyces griseus NPDC058675
NPDC058676	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. NPDC058676
NPDC058677	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. NPDC058677
NPDC058678	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. NPDC058678
NPDC058682	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. NPDC058682
NPDC058683	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. NPDC058683
NPDC058685	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. NPDC058685
NPDC058686	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. NPDC058686
NPDC058690	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp900116325	Streptomyces sp. NPDC058690
NPDC058691	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. NPDC058691
NPDC058692	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces decoyicus	Streptomyces decoyicus NPDC058692
NPDC058694	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces liliifuscus	Streptomyces sp. NPDC058694
NPDC058695	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp002803065	Streptomyces sp. NPDC058695
NPDC058697	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces liliifuscus	Streptomyces sp. NPDC058697
NPDC058698	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp002910825	Streptomyces sp. NPDC058698
NPDC058699	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces goshikiensis	Streptomyces goshikiensis NPDC058699
NPDC058700	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. NPDC058700
NPDC058701	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. NPDC058701
NPDC058702	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces cyaneofuscatus	Streptomyces cyaneofuscatus NPDC058702
NPDC058703	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces fradiae	Streptomyces fradiae NPDC058703
NPDC058704	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces albidoflavus	Streptomyces albidoflavus NPDC058704
NPDC058707	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces bacillaris	Streptomyces bacillaris NPDC058707
NPDC058708	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces albidoflavus	Streptomyces albidoflavus NPDC058708
NPDC058709	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces olivaceus	Streptomyces olivaceus NPDC058709
NPDC058710	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces fradiae	Streptomyces fradiae NPDC058710
NPDC058711	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces albidoflavus	Streptomyces albidoflavus NPDC058711
NPDC058713	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces albidoflavus	Streptomyces albidoflavus NPDC058713
NPDC058714	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces albidoflavus	Streptomyces albidoflavus NPDC058714
NPDC058715	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces albidoflavus	Streptomyces albidoflavus NPDC058715
NPDC058716	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces rochei	Streptomyces rochei NPDC058716
NPDC058718	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp001426585	Streptomyces sp. NPDC058718
NPDC058719	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces glaucescens	Streptomyces pharetrae NPDC058719
NPDC058720	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces cyaneofuscatus	Streptomyces cyaneofuscatus NPDC058720
NPDC058721	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces fimicarius	Streptomyces griseus NPDC058721
NPDC058723	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces microflavus	Streptomyces microflavus NPDC058723
NPDC058724	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces cyaneofuscatus	Streptomyces cyaneofuscatus NPDC058724
NPDC058725	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces microflavus	Streptomyces microflavus NPDC058725
NPDC058726	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp002910825	Streptomyces sp. NPDC058726
NPDC058727	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces cyaneofuscatus	Streptomyces cyaneofuscatus NPDC058727
NPDC058728	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. NPDC058728
NPDC058729	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces anulatus	Streptomyces anulatus NPDC058729
NPDC058731	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. NPDC058731
NPDC058732	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces olivaceoviridis	Streptomyces olivaceoviridis NPDC058732
NPDC058733	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. NPDC058733
NPDC058734	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp000158895	Streptomyces sp. NPDC058734
NPDC058735	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. NPDC058735
NPDC058736	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces papulosus	Kitasatospora papulosa NPDC058736
NPDC058737	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp000772045	Streptomyces sp. NPDC058737
NPDC058738	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces nigra	Streptomyces nigra NPDC058738
NPDC058739	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. NPDC058739
NPDC058740	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. NPDC058740
NPDC058741	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. NPDC058741
NPDC058743	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces fungicidicus	Streptomyces fungicidicus NPDC058743
NPDC058744	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces cyaneofuscatus	Streptomyces cyaneofuscatus NPDC058744
NPDC058746	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. NPDC058746
NPDC058747	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces fungicidicus	Streptomyces fungicidicus NPDC058747
NPDC058748	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces papulosus	Kitasatospora papulosa NPDC058748
NPDC058749	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces tendae	Streptomyces tendae NPDC058749
NPDC058751	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. NPDC058751
NPDC058753	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Kitasatospora	Kitasatospora phosalacinea_A	Kitasatospora phosalacinea NPDC058753
NPDC058755	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. NPDC058755
NPDC058757	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. NPDC058757
NPDC058758	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. NPDC058758
NPDC058759	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. NPDC058759
NPDC058761	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces albogriseolus	Streptomyces albogriseolus NPDC058761
NPDC058762	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp000772045	Streptomyces sp. NPDC058762
NPDC058763	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces griseoaurantiacus	Streptomyces griseoaurantiacus NPDC058763
NPDC058764	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces albogriseolus	Streptomyces albogriseolus NPDC058764
NPDC058765	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces papulosus	Kitasatospora papulosa NPDC058765
NPDC058767	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces olivaceoviridis	Streptomyces olivaceoviridis NPDC058767
NPDC058769	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces albidoflavus	Streptomyces albidoflavus NPDC058769
NPDC058770	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp001905795	Streptomyces sp. NPDC058770
NPDC058771	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces albidoflavus	Streptomyces albidoflavus NPDC058771
NPDC058773	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. NPDC058773
NPDC058774	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces harbinensis	Streptomyces harbinensis NPDC058774
NPDC058779	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces murinus	Streptomyces murinus NPDC058779
NPDC058784	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces albidoflavus	Streptomyces albidoflavus NPDC058784
NPDC058785	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces olivaceus	Streptomyces olivaceus NPDC058785
NPDC058790	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces rochei	Streptomyces rochei NPDC058790
NPDC058791	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces rochei	Streptomyces rochei NPDC058791
NPDC058793	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp001905385	Streptomyces sp. NPDC058793
NPDC058795	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces albidoflavus	Streptomyces albidoflavus NPDC058795
NPDC058796	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp001905385	Streptomyces sp. NPDC058796
NPDC058799	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces smyrnaeus	Streptomyces smyrnaeus NPDC058799
NPDC058800	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces fungicidicus	Streptomyces fungicidicus NPDC058800
NPDC058801	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces rochei	Streptomyces rochei NPDC058801
NPDC058802	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces rochei	Streptomyces rochei NPDC058802
NPDC058803	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces rochei	Streptomyces rochei NPDC058803
NPDC058804	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces rochei	Streptomyces rochei NPDC058804
NPDC058807	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp001905385	Streptomyces sp. NPDC058807
NPDC058808	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces rochei	Streptomyces rochei NPDC058808
NPDC058809	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces rochei	Streptomyces rochei NPDC058809
NPDC058810	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces rochei	Streptomyces rochei NPDC058810
NPDC058811	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces rochei	Streptomyces rochei NPDC058811
NPDC058812	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp003671715	Streptomyces sp. NPDC058812
NPDC058813	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces rochei	Streptomyces rochei NPDC058813
NPDC058814	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces rochei	Streptomyces rochei NPDC058814
NPDC058815	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces rochei	Streptomyces rochei NPDC058815
NPDC058817	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces pseudogriseolus	Streptomyces pseudogriseolus NPDC058817
NPDC058818	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp003671715	Streptomyces sp. NPDC058818
NPDC058820	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces smyrnaeus	Streptomyces smyrnaeus NPDC058820
NPDC058822	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces pseudogriseolus	Streptomyces pseudogriseolus NPDC058822
NPDC058823	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces rochei	Streptomyces rochei NPDC058823
NPDC058824	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces mutabilis	Streptomyces mutabilis NPDC058824
NPDC058826	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp001905385	Streptomyces sp. NPDC058826
NPDC058827	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces mutabilis	Streptomyces mutabilis NPDC058827
NPDC058829	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp001905385	Streptomyces sp. NPDC058829
NPDC058830	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp001905385	Streptomyces sp. NPDC058830
NPDC058831	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces mutabilis	Streptomyces mutabilis NPDC058831
NPDC058832	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp001905385	Streptomyces sp. NPDC058832
NPDC058833	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces mutabilis	Streptomyces mutabilis NPDC058833
NPDC058834	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp003671715	Streptomyces sp. NPDC058834
NPDC058835	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces mutabilis	Streptomyces mutabilis NPDC058835
NPDC058836	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces mutabilis	Streptomyces mutabilis NPDC058836
NPDC058838	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces smyrnaeus	Streptomyces smyrnaeus NPDC058838
NPDC058846	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces rochei	Streptomyces rochei NPDC058846
NPDC058847	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp001905385	Streptomyces sp. NPDC058847
NPDC058848	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp001905385	Streptomyces sp. NPDC058848
NPDC058849	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces rochei	Streptomyces rochei NPDC058849
NPDC058856	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces rochei	Streptomyces rochei NPDC058856
NPDC058861	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. NPDC058861
NPDC058863	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces griseoincarnatus	Streptomyces griseoincarnatus NPDC058863
NPDC058864	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. NPDC058864
NPDC058865	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. NPDC058865
NPDC058866	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp000612545	Streptomyces sp. NPDC058866
NPDC058867	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. NPDC058867
NPDC058868	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp001895105	Streptomyces sp. NPDC058868
NPDC058869	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp001895105	Streptomyces sp. NPDC058869
NPDC058870	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces antibioticus_B	Streptomyces antibioticus_B NPDC058870
NPDC058874	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp000612545	Streptomyces sp. NPDC058874
NPDC058875	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp000612545	Streptomyces sp. NPDC058875
NPDC058876	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp000612545	Streptomyces sp. NPDC058876
NPDC058878	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces antibioticus_B	Streptomyces antibioticus NPDC058878
NPDC058885	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces albogriseolus	Streptomyces albogriseolus NPDC058885
NPDC058886	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces nigra	Streptomyces nigra NPDC058886
NPDC058889	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces tendae	Streptomyces tendae NPDC058889
NPDC058891	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp001507435	Streptomyces sp. NPDC058891
NPDC058892	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp000612545	Streptomyces sp. NPDC058892
NPDC058896	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces albidoflavus	Streptomyces albidoflavus NPDC058896
NPDC058900	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces griseoaurantiacus	Streptomyces griseoaurantiacus NPDC058900
NPDC058902	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces pilosus	Streptomyces pilosus NPDC058902
NPDC058906	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces nigra	Streptomyces nigra NPDC058906
NPDC058907	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces griseoaurantiacus	Streptomyces griseoaurantiacus NPDC058907
NPDC058912	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces tendae	Streptomyces tendae NPDC058912
NPDC058914	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. NPDC058914
NPDC058916	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces griseoluteus	Streptomyces griseoluteus NPDC058916
NPDC058917	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces nigra	Streptomyces nigra NPDC058917
NPDC058928	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces nigra	Streptomyces nigra NPDC058928
NPDC058929	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp001507435	Streptomyces sp. NPDC058929
NPDC058934	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces pseudogriseolus	Streptomyces pseudogriseolus NPDC058934
NPDC058947	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp002237655	Streptomyces sp. NPDC058947
NPDC058950	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces tendae	Streptomyces tendae NPDC058950
NPDC058951	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces fungicidicus	Streptomyces fungicidicus NPDC058951
NPDC058953	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. NPDC058953
NPDC058954	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp006715395	Streptomyces sp. NPDC058954
NPDC058955	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. NPDC058955
NPDC058959	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces bungoensis	Streptomyces bungoensis NPDC058959
NPDC058961	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp002803085	Streptomyces sp. NPDC058961
NPDC058963	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces albogriseolus	Streptomyces albogriseolus NPDC058963
