genome	Kingdom	Phylum	Class	Order	Family	Genus	Species	Organism
GCA_024298985.1_ASM2429898v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces rapamycinicus	Streptomyces rapamycinicus SRMK07
GCA_024349065.1_ASM2434906v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sudanensis	Streptomyces sudanensis MRC017
GCA_024349085.1_ASM2434908v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces somaliensis	Streptomyces somaliensis MRC016
GCA_024349145.1_ASM2434914v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sudanensis	Streptomyces sudanensis MRC007
GCA_024349165.1_ASM2434916v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sudanensis	Streptomyces sudanensis MRC006
GCA_024349285.1_ASM2434928v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces somaliensis	Streptomyces somaliensis DSM 40738 DSM 40738
GCA_024349765.1_ASM2434976v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces nigrescens	Streptomyces nigrescens HEK616
GCA_024365045.1_ASM2436504v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces bacillaris	Streptomyces cavourensis F2
GCA_024380135.1_ASM2438013v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces parvus	Streptomyces parvus PH33
GCA_024435335.1_ASM2443533v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp002982015	Streptomyces sp. ODS05-4
GCA_024435355.1_ASM2443535v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp024435355	Streptomyces odontomachi ODS25
GCA_024436035.1_ASM2443603v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp024436035	Streptomyces humicola RB6PN25
GCA_024436055.1_ASM2443605v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces rubrisoli	Streptantibioticus rubrisoli DSM 42083
GCA_024442315.1_ASM2444231v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp018604545	Streptomyces koelreuteriae CRLD-Y-1
GCA_024442335.1_ASM2444233v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp018604545	Streptomyces sp. CRCS-T-1
GCA_024448155.1_ASM2444815v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp000772045	Streptomyces coelicoflavus DBR11
GCA_024448165.1_ASM2444816v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces longispororuber_A	Streptomyces longispororuber PBR1
GCA_024448175.1_ASM2444817v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces parvulus	Streptomyces parvulus PBR36
GCA_024497955.1_ASM2449795v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp024497955	Streptomyces sp. C10-9-1
GCA_024505145.1_ASM2450514v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp024505145	Streptomyces rugosispiralis RCU-064
GCA_024505305.1_ASM2450530v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces murinus	Streptomyces murinus THV12
GCA_024508375.2_ASM2450837v2_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces justiciae	Streptomyces justiciae RA-WS2
GCA_024519315.1_ASM2451931v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces samsunensis	Streptomyces samsunensis DSM 42010
GCA_024519335.1_ASM2451933v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces roseifaciens	Streptomyces telluris AA8
GCA_024519455.1_ASM2451945v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp024519455	Streptomyces sp. STR69
GCA_024539675.1_ASM2453967v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp024539675	Streptomyces hilarionis IBSBF 2807
GCA_024584805.1_ASM2458480v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp024584805	Streptomyces sp. FIT100
GCA_024586905.1_ASM2458690v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces albidoflavus	Streptomyces sp. BSP1
GCA_024592655.1_ASM2459265v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces albidoflavus	Streptomyces albidoflavus VIP_1
GCA_024600715.1_ASM2460071v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces kanasensis	Streptomyces changanensis HL-66
GCA_024611995.1_ASM2461199v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp018614155	Streptomyces sp. NBC_00162
GCA_024612015.1_ASM2461201v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp024612015	Streptomyces sp. CA-210063
GCA_024612035.1_ASM2461203v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp024612035	Streptomyces sp. DSM 40750
GCA_024648905.1_ASM2464890v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces phaeochromogenes	Streptomyces umbrinus CECT 3212
GCA_024666385.1_ASM2466638v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces yangpuensis	Streptomyces yangpuensis CM253
GCA_024701375.2_ASM2470137v2_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp024701375	Streptomyces sp. KMM 9044
GCA_024721315.2_ASM2472131v2_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. Isolate_45
GCA_024721345.1_ASM2472134v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces libani	Streptomyces sp. Isolate_219
GCA_024742195.1_ASM2474219v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces bacillaris	Streptomyces sp. OUCMDZ-4982
GCA_024752535.1_ASM2475253v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces albus	Streptomyces albus DSM 40763
GCA_024753135.1_ASM2475313v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp024753135	Streptomyces pyxinicus LP11
GCA_024756275.1_ASM2475627v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp024756275	Streptomyces pyxinae LP05-1
GCA_024760485.1_ASM2476048v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces cellulosae	Streptomyces thermocarboxydus K155
GCA_024761905.1_ASM2476190v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces harbinensis	Streptomyces ginkgonis KM-1-2
GCA_024927965.1_ASM2492796v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces bryophytorum	Actinacidiphila bryophytorum DS3
GCA_025153975.1_ASM2515397v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp003846175	Streptomyces atratus PY-1
GCA_025163575.1_ASM2516357v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces albulus_C	Streptomyces noursei IFO14147
GCA_025165795.1_ASM2516579v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces gossypii N2-109
GCA_025195125.1_ASM2519512v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. Je 1-79
GCA_025231465.1_ASM2523146v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces murinus	Streptomyces murinus CR-43
GCA_025252265.1_ASM2525226v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces angustmyceticus	Streptomyces angustmyceticus CQUSa03
GCA_025271315.1_ASM2527131v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces rubiginosohelvolus	Streptomyces sp. CS-7
GCA_025290915.1_ASM2529091v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. 15-116A
GCA_025398775.1_ASM2539877v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces rochei	Streptomyces vinaceusdrappus AC-40
GCA_025399755.1_ASM2539975v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces violaceus	Streptomyces violarus ASQP_29
GCA_025399765.1_ASM2539976v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces olivochromogenes	Streptomyces mirabilis ASQP_98
GCA_025399775.1_ASM2539977v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces fulvoviolaceus	Streptomyces fulvoviolaceus ASQP_80
GCA_025399795.1_ASM2539979v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces rhizosphaerihabitans ASQP_78
GCA_025399895.1_ASM2539989v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. ASQP_92
GCA_025402955.1_ASM2540295v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp900091315	Streptomyces sp. FZ201
GCA_025427835.1_ASM2542783v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces althioticus	Streptomyces lusitanus FZ202
GCA_025517595.1_ASM2551759v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces xiamenensis	Streptomyces sp. G-5
GCA_025568765.1_ASM2556876v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. NEAU-383
GCA_025630915.1_ASM2563091v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces albidoflavus	Streptomyces albidoflavus Q
GCA_025642135.1_ASM2564213v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp014905555	Streptomyces cynarae HUAS 13-4
GCA_025642155.1_ASM2564215v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. HUAS 15-9
GCA_025642175.1_ASM2564217v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp900105245	Streptomyces albidocamelliae HUAS 14-6
GCA_025643355.1_ASM2564335v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces physcomitrii	Streptomyces sp. SCSIO ZS0520
GCA_025655475.1_ASM2565547v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Kitasatospora	Kitasatospora sp.	Kitasatospora sp. DSM 101779
GCA_025656915.1_ASM2565691v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces olivaceus	Streptomyces sp. A13(2022)
GCA_025665295.1_ASM2566529v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces libani	Streptomyces sp. Je 1-4
GCA_025716995.1_ASM2571699v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp000772045	Streptomyces sp. ICN988
GCA_025854275.1_ASM2585427v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces peucetius NA0869
GCA_025908395.1_ASM2590839v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces milbemycinicus	Streptomyces milbemycinicus SIPI-054
GCA_025909865.1_ASM2590986v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces tendae	Streptomyces sp. RS2
GCA_025957665.1_ASM2595766v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces albidoflavus	Streptomyces sp. BI87
GCA_026008495.1_ASM2600849v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. A012304
GCA_026126445.1_ASM2612644v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp009862265	Streptomyces sp. SHP 1-2
GCA_026153355.1_ASM2615335v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces nigrescens	Streptomyces endophytica HNM0140
GCA_026162525.1_ASM2616252v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces misionensis	Streptomyces sp. NEAU-H33
GCA_026167665.1_ASM2616766v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp001905735	Streptomyces drozdowiczii MDA8-470
GCA_026168105.1_ASM2616810v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces hygroscopicus ATCC 21589
GCA_026183975.1_ASM2618397v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces tauricus	Streptomyces tauricus Act25
GCA_026184015.1_ASM2618401v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces anthocyanicus	Streptomyces anthocyanicus IPS92w
GCA_026191925.1_ASM2619192v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces halstedii	Streptomyces griseolus S63
GCA_026210455.1_ASM2621045v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces albidoflavus	Streptomyces sp. GBA 94-10 4N24
GCA_026229605.1_ASM2622960v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp001905735	Streptomyces drozdowiczii TW167
GCA_026239515.1_ASM2623951v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces libani	Streptomyces sp. Je 1-4 4N24
GCA_026239535.1_ASM2623953v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces libani	Streptomyces sp. Je 1-4 4N24_ara
GCA_026242095.1_ASM2624209v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp000829695	Streptomyces sp. NEAU-W12
GCA_026262575.1_ASM2626257v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. JHD 1
GCA_026274175.1_ASM2627417v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces beihaiensis GXMU-J5
GCA_026275385.1_ASM2627538v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces luteogriseus	Streptomyces sp. NEAU-H22
GCA_026339475.1_ASM2633947v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp008042035	Streptomyces sp. NBC_01789
GCA_026339515.1_ASM2633951v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp003846175	Streptomyces sp. NBC_01767
GCA_026339555.1_ASM2633955v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. NBC_01764
GCA_026339575.1_ASM2633957v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces mirabilis	Streptomyces mirabilis NBC_01741
GCA_026339595.1_ASM2633959v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces papulosus	Kitasatospora papulosa NBC_01721
GCA_026339615.1_ASM2633961v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. NBC_01728
GCA_026339635.1_ASM2633963v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces olivochromogenes	Streptomyces mirabilis NBC_01697
GCA_026339655.1_ASM2633965v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. NBC_01719
GCA_026339675.1_ASM2633967v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces albidoflavus	Streptomyces albidoflavus NBC_01691
GCA_026339695.1_ASM2633969v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces albidoflavus	Streptomyces albidoflavus NBC_01670
GCA_026339705.1_ASM2633970v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces cellulosae	Streptomyces cellulosae NBC_01681
GCA_026339735.1_ASM2633973v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. NBC_01669
GCA_026339775.1_ASM2633977v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces anulatus	Streptomyces anulatus NBC_01645
GCA_026339795.1_ASM2633979v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces anulatus	Streptomyces anulatus NBC_01623
GCA_026339815.1_ASM2633981v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces anulatus	Streptomyces anulatus NBC_01634
GCA_026339835.1_ASM2633983v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. NBC_01619
GCA_026339875.1_ASM2633987v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. NBC_01571
GCA_026339895.1_ASM2633989v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces albogriseolus	Streptomyces albogriseolus NBC_01548
GCA_026339915.1_ASM2633991v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. NBC_01565
GCA_026339935.1_ASM2633993v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. NBC_01551
GCA_026339955.1_ASM2633995v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. NBC_01549
GCA_026339975.1_ASM2633997v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp940670765	Streptomyces sp. NBC_01500
GCA_026339995.1_ASM2633999v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. NBC_01481
GCA_026340005.1_ASM2634000v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces mirabilis	Streptomyces mirabilis NBC_01472
GCA_026340025.1_ASM2634002v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces albogriseolus	Streptomyces albogriseolus NBC_01458
GCA_026340055.1_ASM2634005v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces anulatus	Streptomyces anulatus NBC_01464
GCA_026340075.1_ASM2634007v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. NBC_01443
GCA_026340095.1_ASM2634009v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. NBC_01446
GCA_026340105.1_ASM2634010v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp001905125	Streptomyces sp. NBC_01433
GCA_026340135.1_ASM2634013v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces microflavus	Streptomyces microflavus NBC_01424
GCA_026340175.1_ASM2634017v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces platensis	Streptomyces platensis NBC_01457
GCA_026340255.1_ASM2634025v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. NBC_01408
GCA_026340265.1_ASM2634026v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Kitasatospora	Kitasatospora purpeofusca	Kitasatospora purpeofusca NBC_01416
GCA_026340285.1_ASM2634028v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces uncialis	Streptomyces uncialis NBC_01379
GCA_026340305.1_ASM2634030v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. NBC_01381
GCA_026340395.1_ASM2634039v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. NBC_01373
GCA_026340455.1_ASM2634045v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces fimicarius	Streptomyces griseus NBC_01345
GCA_026340465.1_ASM2634046v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. NBC_01306
GCA_026340475.1_ASM2634047v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces virginiae_A	Streptomyces virginiae NBC_01311
GCA_026340565.1_ASM2634056v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Kitasatospora	Kitasatospora sp.	Kitasatospora sp. NBC_01287
GCA_026340595.1_ASM2634059v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. NBC_01363
GCA_026340655.1_ASM2634065v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. NBC_01275
GCA_026340665.1_ASM2634066v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces antibioticus_B	Streptomyces antibioticus NBC_01273
GCA_026340675.1_ASM2634067v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. NBC_01264
GCA_026340775.1_ASM2634077v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Kitasatospora	Kitasatospora purpeofusca	Kitasatospora purpeofusca NBC_01263
GCA_026340815.1_ASM2634081v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp016893485	Streptomyces sp. NBC_01239
GCA_026340825.1_ASM2634082v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces laculatispora	Streptomyces sp. NBC_01285
GCA_026340885.1_ASM2634088v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. NBC_01242
